Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
748.703,TraderOne,Tick,4235,4281,-46,46,152000,151700,55581,-333181,-346981,OK
749.0,TraderOne,Tick,4245,4281,-36,36,152000,151700,55429,-337029,-347829,OK
749.25,TraderOne,Tick,4245,4281,-36,36,152000,151700,55429,-337029,-347829,OK
749.453,TraderOne,Tick,4245,4281,-36,36,152000,151700,55429,-337029,-347829,OK
749.735,TraderOne,Tick,4255,4281,-26,26,151500,151700,55277,-341877,-336677,OK
749.969,TraderOne,Tick,4265,4281,-16,16,151400,151700,55580,-340180,-335380,OK
750.235,TraderOne,Tick,4275,4281,-6,6,151400,151700,55883,-339483,-337683,OK
750.485,TraderOne,Tick,4285,4281,4,-4,151400,151700,56186,-338786,-339986,OK
750.766,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
751.032,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
751.235,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
751.485,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
751.735,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
752.016,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
752.203,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
752.453,TraderOne,Tick,4286,4281,5,-5,151400,151700,56216,-338716,-340216,OK
752.766,TraderOne,Tick,4286,4281,5,-5,151400,151500,56216,-338716,-339216,OK
752.969,TraderOne,Tick,4286,4281,5,-5,151400,151000,56216,-338716,-337216,OK
753.297,TraderOne,Tick,4286,4281,5,-5,151400,151000,56216,-338716,-337216,OK
753.516,TraderOne,Tick,4286,4281,5,-5,151400,151000,56216,-338716,-337216,OK
753.782,TraderOne,Tick,4286,4281,5,-5,151400,151000,56216,-338716,-337216,OK
754.0,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
754.297,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
754.453,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
754.735,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
754.969,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
755.297,TraderOne,Tick,4286,4281,5,-5,151400,151100,56216,-338716,-337216,OK
755.5,TraderOne,Tick,4286,4281,5,-5,151400,151200,56216,-338716,-337716,OK
755.766,TraderOne,Tick,4296,4281,15,-15,150800,151200,56065,-339565,-344065,OK
756.032,TraderOne,Tick,4296,4281,15,-15,150800,151200,56065,-339565,-344065,OK
756.282,TraderOne,Tick,4296,4288,8,-8,151300,151300,55959,-340159,-340159,OK
756.469,TraderOne,Tick,4296,4288,8,-8,151300,151100,55959,-340159,-338559,OK
756.735,TraderOne,Tick,4296,4288,8,-8,151300,151100,55959,-340159,-338559,OK
757.0,TraderOne,Tick,4296,4298,-2,2,151900,151100,55808,-341008,-341608,OK
757.235,TraderOne,Tick,4296,4298,-2,2,151900,151100,55808,-341008,-341608,OK
757.532,TraderOne,Tick,4296,4298,-2,2,151900,151100,55808,-341008,-341608,OK
757.735,TraderOne,Tick,4296,4298,-2,2,151900,151100,55808,-341008,-341608,OK
758.0,TraderOne,Tick,4296,4298,-2,2,151900,151100,55808,-341008,-341608,OK
758.235,TraderOne,Tick,4296,4308,-12,12,151900,151100,55656,-339856,-343456,OK
758.516,TraderOne,Tick,4296,4308,-12,12,151900,151100,55656,-339856,-343456,OK
758.797,TraderOne,Tick,4296,4308,-12,12,151900,151400,55656,-339856,-343456,OK
759.047,TraderOne,Tick,4296,4308,-12,12,151900,151500,55656,-339856,-343456,OK
759.25,TraderOne,Tick,4296,4308,-12,12,151900,151500,55656,-339856,-343456,OK
759.5,TraderOne,Tick,4296,4308,-12,12,151900,151500,55656,-339856,-343456,OK
759.813,TraderOne,Tick,4296,4308,-12,12,151900,151500,55656,-339856,-343456,OK
759.969,TraderOne,Tick,4296,4318,-22,22,151800,151500,55504,-337704,-344304,OK
760.235,TraderOne,Tick,4296,4318,-22,22,151800,151500,55504,-337704,-344304,OK
760.453,TraderOne,Tick,4306,4318,-12,22,150900,151500,55353,-1850553,-331953,OK
760.766,TraderOne,Tick,4306,4318,-12,12,150900,151500,55353,-340553,-336953,OK
761.0,TraderOne,Tick,4306,4318,-12,12,150900,151500,55353,-340553,-336953,OK
761.297,TraderOne,Tick,4306,4318,-12,12,150900,151300,55353,-340553,-336953,OK
761.469,TraderOne,Tick,4306,4318,-12,12,150900,151300,55353,-340553,-336953,OK
761.797,TraderOne,Tick,4306,4328,-22,22,151800,151300,55201,-338401,-345001,OK
761.985,TraderOne,Tick,4306,4338,-32,32,151800,151300,55049,-333249,-342849,OK
762.282,TraderOne,Tick,4306,4338,-32,32,151800,151000,55049,-333249,-342849,OK
762.547,TraderOne,Tick,4316,4348,-32,32,151600,151000,54747,-334947,-344547,OK
762.766,TraderOne,Tick,4316,4348,-32,32,151600,151100,54747,-334947,-344547,OK
763.063,TraderOne,Tick,4316,4348,-32,32,151600,151000,54747,-334947,-344547,OK
763.235,TraderOne,Tick,4316,4348,-32,32,151600,151000,54747,-334947,-344547,OK
763.485,TraderOne,Tick,4316,4348,-32,32,151600,151000,54747,-334947,-344547,OK
763.766,TraderOne,Tick,4326,4348,-22,22,150800,150900,54596,-339796,-337596,OK
764.032,TraderOne,Tick,4326,4348,-22,22,150800,150900,54596,-339796,-337596,OK
764.203,TraderOne,Tick,4326,4348,-22,22,150800,150900,54596,-339796,-337596,OK
764.5,TraderOne,Tick,4333,4348,-15,15,151000,150900,54490,-341790,-343290,OK
764.766,TraderOne,Tick,4343,4348,-5,5,150800,150900,54339,-344639,-344139,OK
764.969,TraderOne,Tick,4343,4348,-5,5,150800,150900,54339,-344639,-344139,OK
765.266,TraderOne,Tick,4344,4348,-4,4,150800,150900,54369,-344769,-344369,OK
765.516,TraderOne,Tick,4344,4348,-4,4,150800,150900,54369,-344769,-344369,OK
765.75,TraderOne,Tick,4344,4348,-4,4,150800,150900,54369,-344769,-344369,OK
766.0,TraderOne,Tick,4344,4348,-4,4,150800,150900,54369,-344769,-344369,OK
766.219,TraderOne,Tick,4344,4348,-4,4,150800,150900,54369,-344769,-344369,OK
766.547,TraderOne,Tick,4354,4348,6,-6,150700,150900,54218,-345618,-346818,OK
766.735,TraderOne,Tick,4354,4348,6,-6,150700,150900,54218,-345618,-346818,OK
767.032,TraderOne,Tick,4354,4348,6,-6,150700,150900,54218,-345618,-346818,OK
767.282,TraderOne,Tick,4354,4348,6,-6,150700,150900,54218,-345618,-346818,OK
767.485,TraderOne,Tick,4354,4348,6,-6,150700,150900,54218,-345618,-346818,OK
767.735,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
767.969,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
768.235,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
768.532,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
768.719,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
769.016,TraderOne,Tick,4354,4348,6,-6,150700,150700,54218,-345618,-345618,OK
769.25,TraderOne,Tick,4364,4348,16,-16,150600,150700,54520,-344920,-346520,OK
769.532,TraderOne,Tick,4374,4348,26,-26,150900,151100,54822,-343222,-348422,OK
769.782,TraderOne,Tick,4374,4348,26,-26,150900,151100,54822,-343222,-348422,OK
770.032,TraderOne,Tick,4374,4348,26,-26,150900,151100,54822,-343222,-348422,OK
770.25,TraderOne,Tick,4374,4348,26,-26,150900,151100,54822,-343222,-348422,OK
770.5,TraderOne,Tick,4374,4348,26,-26,150900,151100,54822,-343222,-348422,OK
770.735,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
771.0,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
771.203,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
771.485,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
771.703,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
771.985,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
772.25,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
772.5,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
772.766,TraderOne,Tick,4384,4348,36,-36,150900,151100,55124,-340524,-347724,OK
773.047,TraderOne,Tick,4384,4348,36,-36,150600,151100,55124,-340524,-351324,OK
773.235,TraderOne,Tick,4384,4358,26,-26,151400,151100,55425,-343825,-336025,OK
773.516,TraderOne,Tick,4384,4358,26,-26,151400,151100,55425,-343825,-336025,OK
773.703,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
774.032,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
774.297,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
774.5,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
774.735,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
774.953,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
775.266,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
775.5,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
775.719,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
775.953,TraderOne,Tick,4394,4358,36,-36,150500,151100,55274,-341674,-352474,OK
776.203,TraderOne,Tick,4394,4368,26,-26,151100,151100,55123,-344523,-344523,OK
776.5,TraderOne,Tick,4394,4378,16,-16,151500,151100,55426,-342826,-338026,OK
776.782,TraderOne,Tick,4394,4388,6,-6,151500,151100,55729,-341129,-339329,OK
777.047,TraderOne,Tick,4394,4390,4,-4,151500,151100,55790,-340590,-339390,OK
777.219,TraderOne,Tick,4394,4390,4,-4,151500,151100,55790,-340590,-339390,OK
777.516,TraderOne,Tick,4394,4390,4,-4,151500,151100,55790,-340590,-339390,OK
777.735,TraderOne,Tick,4394,4390,4,-4,151500,151100,55790,-340590,-339390,OK
778.0,TraderOne,Tick,4394,4390,4,-4,151500,151100,55790,-340590,-339390,OK
778.297,TraderOne,Tick,4394,4400,-6,6,151100,151100,55639,-341439,-341439,OK
778.532,TraderOne,Tick,4394,4400,-6,6,151300,151100,55639,-341439,-342639,OK
778.719,TraderOne,Tick,4394,4400,-6,6,151300,151100,55639,-341439,-342639,OK
778.969,TraderOne,Tick,4394,4410,-16,16,151700,151100,55488,-340288,-345088,OK
779.25,TraderOne,Tick,4394,4410,-16,16,151700,151100,55488,-340288,-345088,OK
779.5,TraderOne,Tick,4394,4410,-16,16,151700,151100,55488,-340288,-345088,OK
779.75,TraderOne,Tick,4396,4410,-14,14,151100,151100,55458,-340458,-340458,OK
779.985,TraderOne,Tick,4396,4410,-14,14,151100,151100,55458,-340458,-340458,OK
780.203,TraderOne,Tick,4396,4410,-14,14,151100,151100,55458,-340458,-340458,OK
780.453,TraderOne,Tick,4396,4410,-14,14,151100,151100,55458,-340458,-340458,OK
780.782,TraderOne,Tick,4396,4410,-14,14,151100,151100,55458,-340458,-340458,OK
781.047,TraderOne,Tick,4396,4420,-24,14,151600,150800,55307,1172693,-342507,OK
781.219,TraderOne,Tick,4396,4420,-24,24,151600,150800,55307,-336307,-343507,OK
781.485,TraderOne,Tick,4396,4420,-24,24,151600,150800,55307,-336307,-343507,OK
781.797,TraderOne,Tick,4396,4420,-24,24,151600,150800,55307,-336307,-343507,OK
782.016,TraderOne,Tick,4396,4420,-24,24,151600,150800,55307,-336307,-343507,OK
782.25,TraderOne,Tick,4396,4420,-24,24,151600,151200,55307,-336307,-343507,OK
782.5,TraderOne,Tick,4396,4420,-24,24,151600,151200,55307,-336307,-343507,OK
782.797,TraderOne,Tick,4406,4420,-14,14,150900,151400,55155,-339155,-334955,OK
782.969,TraderOne,Tick,4406,4420,-14,14,150900,151400,55155,-339155,-334955,OK
783.266,TraderOne,Tick,4406,4420,-14,14,150900,151400,55155,-339155,-334955,OK
783.5,TraderOne,Tick,4406,4420,-14,14,150900,151400,55155,-339155,-334955,OK
783.75,TraderOne,Tick,4406,4430,-24,24,151500,151400,55004,-337004,-339404,OK
784.032,TraderOne,Tick,4406,4430,-24,24,151500,151400,55004,-337004,-339404,OK
784.297,TraderOne,Tick,4406,4430,-24,24,151500,151400,55004,-337004,-339404,OK
784.485,TraderOne,Tick,4406,4430,-24,24,151500,151400,55004,-337004,-339404,OK
784.719,TraderOne,Tick,4406,4430,-24,24,151500,151400,55004,-337004,-339404,OK
785.032,TraderOne,Tick,4406,4440,-34,34,151500,151400,54853,-334853,-338253,OK
785.25,TraderOne,Tick,4416,4440,-24,24,150500,151400,54702,-338702,-331502,OK
785.5,TraderOne,Tick,4416,4440,-24,24,150500,151400,54702,-338702,-331502,OK
785.703,TraderOne,Tick,4416,4440,-24,24,150500,151400,54702,-338702,-331502,OK
786.0,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
786.266,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
786.532,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
786.75,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
786.985,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
787.297,TraderOne,Tick,4426,4440,-14,14,150500,151400,54551,-342551,-338351,OK
787.5,TraderOne,Tick,4426,4440,-14,14,150500,150800,54551,-342551,-338351,OK
787.719,TraderOne,Tick,4436,4440,-4,4,150500,150800,54400,-344400,-343200,OK
787.969,TraderOne,Tick,4436,4450,-14,14,151400,150500,54249,-339249,-343449,OK
788.203,TraderOne,Tick,4436,4450,-14,14,151400,150500,54249,-339249,-343449,OK
788.485,TraderOne,Tick,4436,4450,-14,14,151400,150500,54249,-339249,-343449,OK
788.797,TraderOne,Tick,4446,4460,-14,14,150500,150500,53947,-337947,-337947,OK
788.969,TraderOne,Tick,4446,4460,-14,14,150500,150300,53947,-337947,-340747,OK
789.219,TraderOne,Tick,4446,4460,-14,14,150500,150300,53947,-337947,-340747,OK
789.485,TraderOne,Tick,4446,4470,-24,24,150500,150200,54248,-336248,-343448,OK
789.735,TraderOne,Tick,4446,4470,-24,24,150500,150200,54248,-336248,-343448,OK
789.969,TraderOne,Tick,4446,4470,-24,24,150500,150200,54248,-336248,-343448,OK
790.297,TraderOne,Tick,4446,4480,-34,33,150900,150200,54097,-182697,-343097,OK
790.485,TraderOne,Tick,4446,4480,-34,34,150900,150200,54097,-333097,-343297,OK
790.797,TraderOne,Tick,4446,4480,-34,34,150900,150200,54097,-333097,-343297,OK
791.0,TraderOne,Tick,4446,4480,-34,34,150900,150200,54097,-333097,-343297,OK
791.297,TraderOne,Tick,4446,4480,-34,34,150900,150400,54097,-333097,-343297,OK
791.532,TraderOne,Tick,4446,4480,-34,34,151000,150800,54097,-333097,-339897,OK
791.703,TraderOne,Tick,4456,4490,-34,34,151100,150800,54248,-336248,-346448,OK
791.985,TraderOne,Tick,4456,4490,-34,34,151100,150800,54248,-336248,-346448,OK
792.219,TraderOne,Tick,4466,4490,-24,24,150500,150800,54097,-339097,-331897,OK
792.516,TraderOne,Tick,4466,4490,-24,24,150500,150800,54097,-339097,-331897,OK
792.75,TraderOne,Tick,4466,4490,-24,24,150500,150900,54097,-339097,-331897,OK
793.0,TraderOne,Tick,4466,4490,-24,24,150500,150900,54097,-339097,-331897,OK
793.235,TraderOne,Tick,4466,4490,-24,24,150500,150900,54097,-339097,-331897,OK
793.532,TraderOne,Tick,4476,4490,-14,14,150300,150900,53946,-341946,-337746,OK
793.75,TraderOne,Tick,4476,4490,-14,14,150300,151000,53946,-341946,-337746,OK
794.0,TraderOne,Tick,4476,4490,-14,14,150300,151000,53946,-341946,-337746,OK
794.282,TraderOne,Tick,4476,4490,-14,14,150300,151000,53946,-341946,-337746,OK
794.453,TraderOne,Tick,4476,4490,-14,14,150300,151000,53946,-341946,-337746,OK
794.75,TraderOne,Tick,4476,4490,-14,14,150300,151000,53946,-341946,-337746,OK
794.985,TraderOne,Tick,4476,4490,-14,14,150300,150900,53946,-341946,-337746,OK
795.203,TraderOne,Tick,4476,4490,-14,14,150300,150900,53946,-341946,-337746,OK
795.532,TraderOne,Tick,4476,4490,-14,14,150300,150900,53946,-341946,-337746,OK
795.766,TraderOne,Tick,4476,4490,-14,14,150300,150900,53946,-341946,-337746,OK
795.985,TraderOne,Tick,4476,4500,-24,24,151500,150900,53795,-338795,-345995,OK
796.25,TraderOne,Tick,4476,4500,-24,24,151500,150600,53795,-338795,-345995,OK
796.485,TraderOne,Tick,4476,4500,-24,24,151500,150500,53795,-338795,-345995,OK
796.75,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
796.953,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
797.282,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
797.516,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
797.75,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
798.0,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
798.266,TraderOne,Tick,4476,4510,-34,34,150700,150500,54096,-336096,-342896,OK
798.547,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
798.782,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
799.0,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
799.235,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
799.453,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
799.703,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
799.985,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
800.219,TraderOne,Tick,4486,4510,-24,24,150700,150500,53945,-339945,-344745,OK
800.516,TraderOne,Tick,4496,4510,-14,14,150400,150800,53794,-341794,-337594,OK
800.766,TraderOne,Tick,4496,4510,-14,14,150400,150800,53794,-341794,-337594,OK
801.032,TraderOne,Tick,4496,4510,-14,14,150400,150800,53794,-341794,-337594,OK
801.282,TraderOne,Tick,4496,4510,-14,14,150400,150800,53794,-341794,-337594,OK
801.516,TraderOne,Tick,4516,4510,6,-6,150300,150800,53492,-346492,-348292,OK
801.703,TraderOne,Tick,4516,4510,6,-6,150300,150800,53492,-346492,-348292,OK
802.047,TraderOne,Tick,4526,4510,16,-16,150700,151100,53341,-346341,-351141,OK
802.25,TraderOne,Tick,4526,4510,16,-16,150700,151100,53341,-346341,-351141,OK
802.5,TraderOne,Tick,4526,4510,16,-16,150700,151000,53341,-346341,-351141,OK
802.75,TraderOne,Tick,4526,4510,16,-16,150700,151200,53341,-346341,-351141,OK
803.0,TraderOne,Tick,4526,4510,16,-16,150700,151200,53341,-346341,-351141,OK
803.297,TraderOne,Tick,4526,4510,16,-16,150700,151200,53341,-346341,-351141,OK
803.453,TraderOne,Tick,4526,4510,16,-16,150700,151200,53341,-346341,-351141,OK
803.735,TraderOne,Tick,4526,4520,6,-6,151600,151200,53190,-346190,-344390,OK
804.047,TraderOne,Tick,4526,4520,6,-6,151600,151200,53190,-346190,-344390,OK
804.266,TraderOne,Tick,4526,4520,6,-6,151600,150900,53190,-346190,-344390,OK
804.485,TraderOne,Tick,4526,4520,6,-6,151600,150900,53190,-346190,-344390,OK
804.782,TraderOne,Tick,4536,4520,16,-16,150300,150900,53039,-345039,-349839,OK
805.047,TraderOne,Tick,4536,4520,16,-16,150300,150900,53039,-345039,-349839,OK
805.282,TraderOne,Tick,4546,4520,26,-26,150400,150900,52888,-342888,-350688,OK
805.485,TraderOne,Tick,4546,4520,26,-26,150400,150900,52888,-342888,-350688,OK
805.75,TraderOne,Tick,4546,4520,26,-26,150400,150900,52888,-342888,-350688,OK
806.0,TraderOne,Tick,4546,4520,26,-26,150400,150900,52888,-342888,-350688,OK
806.25,TraderOne,Tick,4546,4530,16,-16,151600,150900,52737,-344737,-339937,OK
806.485,TraderOne,Tick,4546,4530,16,-16,151600,150900,52737,-344737,-339937,OK
806.719,TraderOne,Tick,4546,4530,16,-16,151600,151100,52737,-344737,-339937,OK
807.047,TraderOne,Tick,4546,4540,6,-6,151800,151100,52586,-346586,-344786,OK
807.25,TraderOne,Tick,4546,4540,6,-6,151800,151100,52586,-346586,-344786,OK
807.547,TraderOne,Tick,4546,4540,6,-6,151800,151100,52586,-346586,-344786,OK
807.719,TraderOne,Tick,4546,4540,6,-6,151800,151100,52586,-346586,-344786,OK
807.953,TraderOne,Tick,4546,4540,6,-6,151800,151100,52586,-346586,-344786,OK
808.266,TraderOne,Tick,4556,4540,16,-16,150500,151300,52435,-347435,-352235,OK
808.5,TraderOne,Tick,4566,4540,26,-26,150600,151300,52284,-346284,-354084,OK
808.782,TraderOne,Tick,4566,4540,26,-26,150600,151300,52284,-346284,-354084,OK
808.969,TraderOne,Tick,4566,4540,26,-26,150600,151300,52284,-346284,-354084,OK
809.25,TraderOne,Tick,4566,4540,26,-26,150600,151300,52284,-346284,-354084,OK
809.5,TraderOne,Tick,4566,4550,16,-26,151800,151300,52133,1166867,-341333,OK
809.75,TraderOne,Tick,4566,4550,16,-16,151800,151300,52133,-348133,-343333,OK
809.969,TraderOne,Tick,4576,4550,26,-26,150800,151300,51982,-347982,-355782,OK
810.266,TraderOne,Tick,4576,4550,26,-26,150800,151300,51982,-347982,-355782,OK
810.516,TraderOne,Tick,4576,4550,26,-26,150800,151300,51982,-347982,-355782,OK
810.703,TraderOne,Tick,4576,4550,26,-26,150800,151300,51982,-347982,-355782,OK
810.985,TraderOne,Tick,4576,4550,26,-26,150800,151300,51982,-347982,-355782,OK
811.282,TraderOne,Tick,4576,4560,16,-16,151800,151300,51831,-349831,-345031,OK
811.516,TraderOne,Tick,4576,4560,16,-16,151800,151300,51831,-349831,-345031,OK
811.735,TraderOne,Tick,4576,4560,16,-16,151800,151400,51831,-349831,-345031,OK
811.953,TraderOne,Tick,4576,4560,16,-16,151800,151500,51831,-349831,-345031,OK
812.219,TraderOne,Tick,4586,4560,26,-26,150900,151500,51680,-348680,-356480,OK
812.547,TraderOne,Tick,4586,4560,26,-26,150900,151500,51680,-348680,-356480,OK
812.75,TraderOne,Tick,4586,4560,26,-26,150900,151400,51680,-348680,-356480,OK
813.016,TraderOne,Tick,4586,4560,26,-26,150900,151400,51680,-348680,-356480,OK
813.219,TraderOne,Tick,4588,4560,28,-28,151200,151700,51650,-348250,-356650,OK
813.5,TraderOne,Tick,4588,4560,28,-28,151200,151900,51650,-348250,-356650,OK
813.719,TraderOne,Tick,4588,4560,28,-28,151200,151900,51650,-348250,-356650,OK
813.969,TraderOne,Tick,4598,4560,38,-38,151700,152100,51953,-345553,-356953,OK
814.235,TraderOne,Tick,4598,4560,38,-38,151700,152100,51953,-345553,-356953,OK
814.453,TraderOne,Tick,4598,4560,38,-38,151700,152100,51953,-345553,-356953,OK
814.75,TraderOne,Tick,4598,4562,36,-36,151700,152100,51923,-346123,-356923,OK
814.985,TraderOne,Tick,4598,4570,28,-28,151800,152100,51802,-348402,-356802,OK
815.203,TraderOne,Tick,4598,4570,28,-28,151800,152100,51802,-348402,-356802,OK
815.532,TraderOne,Tick,4608,4570,38,-38,151400,152100,51650,-345250,-356650,OK
815.797,TraderOne,Tick,4608,4570,38,-38,151400,152100,51650,-345250,-356650,OK
815.985,TraderOne,Tick,4613,4570,43,-43,151800,152100,51802,-343902,-356802,OK
816.297,TraderOne,Tick,4613,4570,43,-43,151800,152100,51802,-343902,-356802,OK
816.485,TraderOne,Tick,4613,4570,43,-43,151800,152100,51802,-343902,-356802,OK
816.75,TraderOne,Tick,4613,4570,43,-43,151800,152100,51802,-343902,-356802,OK
816.953,TraderOne,Tick,4613,4570,43,-43,151800,152100,51802,-343902,-356802,OK
817.282,TraderOne,Tick,4613,4570,43,-43,151900,152100,51802,-343902,-352502,OK
817.5,TraderOne,Tick,4613,4570,43,-43,151900,152100,51802,-343902,-352502,OK
817.719,TraderOne,Tick,4623,4570,53,-53,151600,152100,51650,-339750,-355650,OK
818.0,TraderOne,Tick,4623,4580,43,-43,151900,152100,51498,-345598,-354198,OK
818.203,TraderOne,Tick,4623,4580,43,-43,151900,152100,51498,-345598,-354198,OK
818.485,TraderOne,Tick,4623,4580,43,-43,151900,152400,51498,-345598,-358498,OK
818.719,TraderOne,Tick,4633,4580,53,-53,151900,152400,51802,-341902,-357802,OK
819.0,TraderOne,Tick,4643,4580,63,-63,151900,152400,52106,-337206,-356106,OK
819.235,TraderOne,Tick,4643,4580,63,-63,151900,152300,52106,-337206,-356106,OK
819.532,TraderOne,Tick,4643,4580,63,-63,151900,152300,52106,-337206,-356106,OK
819.766,TraderOne,Tick,4643,4590,53,-53,151600,152300,52409,-343509,-359409,OK
819.985,TraderOne,Tick,4643,4590,53,-53,151600,152300,52409,-343509,-359409,OK
820.219,TraderOne,Tick,4643,4590,53,-53,151600,152300,52409,-343509,-359409,OK
820.5,TraderOne,Tick,4643,4590,53,-53,151600,152300,52409,-343509,-359409,OK
820.766,TraderOne,Tick,4653,4590,63,-63,151900,152300,52713,-338813,-357713,OK
820.985,TraderOne,Tick,4653,4590,63,-63,151900,152300,52713,-338813,-357713,OK
821.282,TraderOne,Tick,4653,4600,53,-53,151800,152300,53017,-345117,-361017,OK
821.453,TraderOne,Tick,4663,4600,63,-63,151900,152300,53321,-340421,-359321,OK
821.719,TraderOne,Tick,4663,4600,63,-63,151900,152300,53321,-340421,-359321,OK
822.047,TraderOne,Tick,4663,4600,63,-63,151900,152500,53321,-340421,-359321,OK
822.266,TraderOne,Tick,4663,4610,53,-53,151900,152500,53169,-347269,-363169,OK
822.516,TraderOne,Tick,4663,4610,53,-53,151900,152500,53169,-347269,-363169,OK
822.766,TraderOne,Tick,4663,4610,53,-53,151900,152500,53169,-347269,-363169,OK
823.016,TraderOne,Tick,4663,4620,43,-43,151900,152300,53473,-352573,-365473,OK
823.282,TraderOne,Tick,4663,4620,43,-43,151900,152300,53473,-352573,-365473,OK
823.516,TraderOne,Tick,4663,4630,33,-33,152100,152100,53321,-356421,-356421,OK
823.782,TraderOne,Tick,4663,4630,33,-33,152100,152200,53321,-356421,-359721,OK
824.032,TraderOne,Tick,4663,4630,33,-33,152100,152200,53321,-356421,-359721,OK
824.25,TraderOne,Tick,4663,4630,33,-33,152100,152200,53321,-356421,-359721,OK
824.485,TraderOne,Tick,4663,4630,33,-33,152100,152200,53321,-356421,-359721,OK
824.766,TraderOne,Tick,4663,4630,33,-33,152100,152000,53321,-356421,-353121,OK
825.016,TraderOne,Tick,4673,4630,43,-43,151500,152000,53169,-353269,-366169,OK
825.219,TraderOne,Tick,4673,4630,43,-43,151500,152000,53169,-353269,-366169,OK
825.485,TraderOne,Tick,4673,4630,43,-43,151500,152000,53169,-353269,-366169,OK
825.75,TraderOne,Tick,4673,4630,43,-43,151500,152000,53169,-353269,-366169,OK
